texto_review,sentimento_real,sentimento_previsto
entrega foi super rápida!,1,1
Muito boa recomendo,1,1
"Amei a mochila, reforçada, material ótimo, e entregue antes da data prevista. ",1,1
Super indico ,1,1
Produto faz o que promete.,1,0
Loja muito responsável e o smartphone é excelente!!!,1,1
Amei o produto. Super recomendo. ,1,1
"novamente propaganda enganosa! comprei tesouras de outro modelo, outra cor, é o fim da irresponsabilidade tercerizar empresas onde não tem controle nenhum, é um desrespeito isso.",0,0
"O PRODUTO VEIO COM DEFEITO, FALTANDO O CABO",0,0
"Inrresponsabiliade, estou esperando um produto que o prazo era dia até dia 14, estou insatisfeita.",0,0
As medidas que constam no site estão diferentes do produto entregue.,0,0
Comprei e nao recebi....,0,0
Produtos conforme descrição do anúncio. Qualidade satisfatória.,1,1
Aviso que comprei nas Américas e se não receber vou divulgar na internet e entrar no procon. Quero o meu produto 😡estou furiosa ,0,0
um dos produtos teve um atraso mas geral veio certo entao recomendo,1,1
nao compro mais neste site,0,0
"O produto comprado não foi o recebido,estarei entrando em ctt com o vendedor.",0,0
"Otima empresa, produto chegou antes do prazo e perfeito.",1,1
"Tudo conforme anunciado, recomendo",1,1
"Rápida, Pratico.",1,1
Ótima qualidade,1,1
"Prezados que porcaria de atendimento ao cliente não se consegue falar com um atendente, só uma máquina burra e ignorante.
Vocês não me enviaram o kit de vedação da cafeteira e o filtro e se só isso n",0,0
Entrega antes do Prazo,1,1
"Produto ok porém demora muito para entregar, parece que tá vindo de China. ",1,0
recomendo a todos,1,1
"tanto o produto em perfeito estado muito bom, entrega dentro do prazo.",1,1
porém o meu pedido veio com avaria,1,0
Pedi a devolução e já recusei o produto há dias. Mas infelizmente a lannister.com NÃO É um site confiável . ,0,0
"Ainda nao recebi meu produto, nao conseguem me informar onde está e ja demorou demais p chegar",0,0
Eu cancelei o pedido pela demora da entrega não sei se é do vendedor ou os Correios. Quero saber como vai ser devolvido esse valor.,0,0
Ótimo produto,1,1
"não gostei do produto, a qualidade é muito ruim, ja veio descascando a camada, não gostei",0,1
"APENAS GOSTARIA QUE O PRODUTO CHEGASSE UM POUCO MAIS RÁPIDO DO QUE CHEGOU,MAS NO GERAL , NÃO TENHO O QUE RECLAMAR,POIS O PRODUTO CHEGOU AO DESTINO E É DE QUALIDADE.",1,1
"A entrega foi muito rápido, quanto a cortina e boa gostei muito recomendo.",1,1
"Entrega muita rápida, produto exatamente igual as imagens.",1,1
Chegou antes do previsto. Ótimo...,1,1
Comprei um produto na esperança de chegar na data ou antes para um presente e não chegou só tempo e dinheiro.,0,0
Produto entregue sem avarias.,1,0
Entrega rápida !,1,1
"Efetuei a compra de 3 pendentes. Ocorre que recebi o pedido INCOMPLETO, dos 3 pendentes recebi APENAS 2, já enviei 2 e-mails para lannister e até agora não obtive nenhum retorno. ",0,0
Será muito bem utilizado nas produções audiovisuais ,1,1
comprei o cobertor e veio outro modelo.,0,0
entregue no prazo,1,1
"Lindo relógio, perfeito. Recomento!!!!! Chegou dentro do prazo informado. ",1,1
Pensei q fosse mais bonita .,1,1
Produto entregue no prazo marcado!,1,1
O produto que recebi é diferente e inferior ao anunciado. Quero devolver.,0,0
Produtos chegaram com qualidade esperada,1,1
muito bom produto.,1,1
Só poderia entregue os 2produto junto.fora isto muito bom chegou antes do prazo .agora vou espera meu outro pedido chegar vou compra mais gostei muito. ,1,1
"Comprei dois cartuchos de tinta preta XL no dia 09/02, pq estava precisando e só recebi no dia 10/03 e apenas um cartucho. E a nota fiscal veio com 02 cartuchos faturados.
Quero só ver o que vai ac",0,0
Esse parceiro e muito lerdo se eu não fisesse reclamação td dia o produto não tinha chegado a tempo para o dia das crianças ,0,1
Entregue rápido.,1,1
Entregouno prazo. Reco.endo,1,1
"Adorei, chegou super rápido. Perfeito",0,1
Gostei muito do cordão,1,1
"O produto foi entregue, mas a cor é diferente, é manchado! Parece que jogaram água sanitária. Não é harmônica a cor. ",0,0
recebi bem antes do prazo. Tudo como esperava.,1,1
chegou antes do prazo parabens ...fala que vai chegar em 20/11 dias mais chega bem antes amei,1,1
Produto lindo demais ! Valeu muito a pena !,1,1
"produto muito bom como descrito no anuncio, chegou antes do prazo estimado.",1,1
"péssimo, além da demora ainda mandaram o produto errado. ",0,0
Então pedi 2 arara veio so uma,0,0
"Produto chegou em perfeito estado,e chegou antes do prazo,fiquei satisfeita.",1,1
"Pelo preço o produto está ótimo. Material não é de ótima qualidade, mas é bem bonito até.",1,1
Entrega antecipada e produto bem guardado.,1,1
Produto muito bom e barato,1,1
Parabéns ! Entrega rápida e o produto veio certinho.,1,1
Ponto negativo foi a venda de produto que não possui em estoque. O que frustra o consumidor. ,0,0
Maravilhoso o produto,1,1
Boa,1,1
ja passou o prazo de entrega e ainda nao recebi o pedido,0,0
"Apesar de a foto do produto ser diferente do entregue, o produto chegou. ",1,0
"Infelizmente, nesta compra não veio o produto correto.",1,0
Ótimo. entrega dentro do prazo..,1,1
Muiuo boa ,1,1
demorou mais de 1 mês para efetivar a troca de cuba quebrada e envio de peça faltante,0,0
"Apesar da caixa ter vindo meio estrupiada e sem manual, o produto veio certinho e em perfeitas condições.",1,1
Gostei da loja.entregaram muito antes do prazo. Vou comprar mais. Aprovado,1,1
"produto veio antes do prazo, muito bem embalado, tudo conforme a descrição ",1,1
Excelente compra,1,1
"Parabéns, chegou antes do previsto!",1,1
Loja confiável !,1,1
Recomendo.,1,1
chegou antes do esperado,1,1
Produtos de qualidade... recomendadíssimo ,1,1
Cumpre o que promete ,1,1
"Produto chegou antes do prazo corretamente, além de ser o melhor custo-benefício.",1,1
"MUITO BOM, CHEGOU BEM RÁPIDO. RELÓGIO ORIGINAL DA CASSIO",1,1
Produto bom prazo de entrega ótimo ,1,1
"O produto chegou perfeitamente certo e antes do prazo previsto.o produto que comprei veio do mesmo jeitinho que vi no site,tudo certo!",1,1
"A loja cumpriu com o combinado, eu recomendo.",1,1
Produto ainda não entregue,0,0
Bom produto,1,1
Superou minhas expectativas. Chegou bem antes do prazo.,1,1
Estou satisfeita com os pedido. Pois todos chegaram dentro do prazo e em perfeitas condições.,1,1
Loja muito ágil para envio do produto. Produto esse que superou as expectativas. ,1,1
Chegou bem rápido ,1,1
Recomendo a todos que necessitam deste produto pois é de ótimo qualidade e impressão.,1,1
Chegou antes do prazo previsto,1,1
"Esperei o prazo de 18 dias úteis para entregar o produto na cor errada. Tive que solicitar a devolução, ainda estou aguardando o processamento do estorno",0,0
"entrega rapida,Papel de parede lindo estampa maravilhosa.Otima qualidade",1,1
Só não gostei porque tive que ir buscar nos correios sendo que paguei 40r reais de frete,1,0
Nota 10.,1,1
Mesmo em período de carnaval o produto chegou bem antes do prazo máximo.,1,1
Infelizmente nao foi entregue os pendulos..... ,0,0
Produto chegou coreto na 01 dia antes da data combinada.,1,1
Eu não compro mais,0,1
"Já paguei faz tempo, estou precisando é ainda não recebi os produtos ",0,0
"Mais uma vez compro com parceiros da ""lannister.com"" e não recebo o produto , já é o TERCEIRO parceiro seguido .
Descaso da lannister e dos parceiros.
No ""mercado livre"" isso não acontece!!
",0,0
Veio um ótimo produto tanto a capinha como a película são muito adaptáveis.,1,1
Recebi apenas o controle ... o balde de peças não foi entregue.,0,0
"Produto veio em otimo estado, tudo certo",1,1
"CHEGOU ANTES DO PREVISTO ,TUDO CERTINHO OK !!",1,1
"Otima recebi antes da data prevista vendedor de caráter, diferente do shop atacado q não recomendo so tive problemas. ",1,1
Muito bom obrigado ,1,1
Só achei muito longo o prazo de entrega.,1,0
"Produtos com bom preço, enviam o pedido dentro de um tempo legal.",1,1
"parabéns surpreendeu na entrega, foram muito rápidos uma semana para promessa de um mês.",1,1
chegou mesmo com muita segurança,1,1
"Não entregaram a encomenda completa. Eram para terem entregue uma bolsa com porta tênis e um kit de porta sapatos, recebi apenas este último, que por ""coincidência"" é o item mais barato.",0,0
Presta bom serviço.,1,1
"Satisfeita com o produto,obrigada!",1,1
Paguei e não recebi o produto. E agora???,0,0
MUITO BOM O SERVIÇO,1,1
Bom . Mais meu último pedido veio errado !,0,0
Das 3 unidades compradas apenas duas foram entreguers,0,0
"Sou cliente baratheon há algum tempo e sempre recebi meus produtos no prazo e perfeito, sem haver necessidade de troca. ",1,1
"Esperava o ""Jogo Mini Bilhar Sinuca Snooker Em Madeira"" e foi entrgue o ""Mini Mesa de Pebolim Jogo Futebol Completo já entregue no pedido 2 pela loja Tip.",0,0
Deveriam contratar transportadora e não correio até o momento não recebi minha encomenda ,0,0
SUPER RECOMENDO,1,1
esta demorando muito ..,0,0
Entrega no prazo. Produto muito bom.,1,1
Obrigado!,1,1
Muito bom,1,1
Recebi o produto exatamente de acordo com o pedido e dentro do prazo previsto. Parabéns a targaryen e ao stark.,1,1
O produto não corresponde às expectativas. A qualidade é muito aquém da descrição do produto.,0,1
 produtos com embalagem intecta ,1,1
Parabéns!!,1,1
O site alia praticidade com muita eficácia. Estou satisfeito.,1,1
Porém não é muito grande. Pra passeio São ótimas. Agora pra levar a maior pra maternidade não cabe muitas coisas.,1,0
"Muito bem embalado.
Chegou dentro do prazo estipulado.
",1,1
Ainda estou aguardando o produto.,0,0
Não interessa se opera Market Place. A compra foi feita no site da lannister e pago para lannister. Se tiver que ajuizar vai ser contra lannister e lá faça o regresso contra o fornecedor.,0,0
"Só não concordo com a política de cobrança de frete. 
Pagamos e temos que ir retirar.
Fiquei umas duas horas na fila do correio pra poder receber meus pedidos.",1,0
Ainda não instalei o pneu mas visualmente o produto parece bom e de procedência.,1,1
o manual veio danificado,1,0
ENTREGA OK,1,1
O produto chegou dentro do prazo e impecável. O relógio é lindíssimo!! Recomendo a loja a todos.,1,1
Correspondeu as minhas expectativas! Bela cortina e ótimo acabamento. Excelente produto. Super recomendo.,1,1
"além de ter sido muito mal embalado sem nenhuma proteção e por isso chegou completamente danificado, a mesa é bamba e o apoio para o tampo é ruim e fica escorregando, tive que improvisar.",0,0
"A entrega foi rápida, mas a cor veio errada. Em vez de preto, entregaram um porta retrato branco. Não solicitei a troca porque era para um presente e não daria tempo.",0,0
Foi entregue bem antes da data prevista.,1,1
Adorei a credibilidade da loja. Me deram até dia 14/02/2018 para entrega é o mesmo chegou 27/01/2018. Comprarei outras vezes e super indico. Obrigada ,1,1
"Já comprei várias vezes na lannister não tinha problema .
Fui comprar com essa parceira dela não foi bom negócio pra mim.",0,1
produto entregue no prazo td certo,1,1
"Super recomendo o produto chegou bem antes do prazo, sem nenhuma avaria. ",1,1
Produto péssimo. Vieram 4 suportes plásticos prendendo o brinquedo à embalagem. Não tinha instrução de como retirar os suportes. Por pura sorte consegui descobrir um parafuso embutido no centro de cad,0,0
"recebi o o produto bem antes da data prevista chegou certo no dia 29 -07-
2017 ok",1,1
"O produto chegou no prazo correto e funcionou perfeitamente, além disso veio com 4 pilhas.",1,1
Produto entregue dentro do prazo,1,1
"Possui uma ótima qualidade, porém seu cabeamento é frágil mas eu recomendaria sim pois é muito bom!! ",1,1
tudo certo como deve ser uma empresa que zela pelo nome,1,1
Gosto muito de comprar com lojas lannister. São confiáveis. ,1,1
Meu problema foi com os correios.,0,1
excelente atendimento,1,1
"Comprei um relógio e não entregou , era previsto pro dia 06/06 , e voltou pra São Paulo ",0,0
O produto é de qualidade faz juizo o que promete ,1,1
"No site da lannister a informação do tipo de saco descartável é NANO. No site não diz o número, por isso recebi o NANO 11 que é maior que o saco do aspirador, vou ver se funciona corretamente. ",1,0
Entrega rápida parabéns!,1,1
Muito bom o tapete. Exatamente o que eu esperava. Entrega demorou um pouco.mas tava dentro do prazo. Recomendo. ,1,1
"Só recebi uma parte do meu pedido! O Mikrotik Routerboard Rb951ui-2hnd NÃO CHEGOU! Quero saber como proceder, o que sera feito...
",0,0
"Comprei para iniciar um curso, levei para a professora avaliar, pois a tesoura estava dura, ao abrir e fechar, resumindo ela está com defeito o defeito esta nas duas tesouras que veio no kit, dinheiro",0,0
Recebi o produto bem antes do previsto,1,1
"Bom dia, ja fiz duas reclamações e ainda nao fui respondida, recebi no dia 13/09 2 kits, nao foram entregues os 6 kits que comprei. O pedido veio incompleto. Preciso desses kits ate dia 25/09.",0,0
Recebi o produto no prazo correto. Recomendo!!,1,1
Recomendo.,1,1
"ótimo vendedor até enviou o produto,mas os correios não entregou o produto e foi devolvido ao remetente.",1,1
Recomendo,1,1
Muito bom,1,1
"Serviço muito bom. eu recomendo.
",1,1
Chegou antes do esperado!!,1,1
Meu produto não chegou.,0,0
"olá , meu produto foi entregue , muito antes do prazo . minha queixa é apenas pelo produto não ter sido aquilo que eu esperava. ",1,1
Eu pedi dois kit e só chegou apenas um o outro não chegou ,0,0
NAO TENHO COMO RECOMENDAR POIS ATE AGORA NAO RECEBI O PRODUTO,0,0
"Chegou antes do previsto...Fiquei muito satisfeita, produto muito bem embalado, tudo certo.",1,1
Produto de acordo com o anunciado e entregue antes da expectativa.,1,1
Muito rapido antes do prazo ,1,1
poderia ser mais discreto sem aquele anel dourado.,1,1
Ótimo entregou tudo certinho e antes do prazo combinado produto otimo super recomendo tudo,1,1
Produto tem um bom custo beneficio.,1,1
Muito bom!,1,1
Ótimo produto,1,1
satisfeito,1,1
Comprei o Kit e a película que veio é para o Iphone X e não para o Xperia X conforme descrito no produto.,0,0
..,1,1
O produto chegou muito antes do prazo!,1,1
Ainda não recebi o produto os prazos já se passaram e até agora nenhuma resposta agora aguenta a dor de cabeça pra resolver ,0,0
"Produto entregue antes do prazo.
Eu recomendo.",1,1
O PRODUTO PRACE ESTAR AVARIADO.,0,0
"Eu comprei dois kits cobre leito, só chegou um",0,0
Comprei recebi no prazo.muito legal essa loja!!,1,1
Otimo,1,1
Muito bom a loja entrega no prazo ,1,1
"RECOMENDO A LOJA, MAS O PERFUME NÃO. TEM CHEIRO DE NADA! ",0,1
Comprei 4 anilhas só chegou 1.,0,0
Otima,1,1
A entrega foi realizada antes do esperado. Produto de excelente qualidade.,1,1
"A Entrega veio faltando mercadoria. Só recebi metade do pedido.
",0,0
A bateria e fraca descarregar logo,1,0
Bom para esportistas aquaticos! recomendo.,1,1
Produto bom! E a entrega como sempre dentro do prazo!,1,1
"Tô mto indignada,nunca tinha me acontecido isso antes.O prazo pra entrega venceu ontem dia 21.12 e até agora nenhuma satisfação recebi, sempre comprei no stark, a targaryen tira a reputação da empresa",0,0
"Tentei comprar o mesmo produto, que foi muito bem recomendado em outro site e não recebi minha mercadoria! Achei vocês e estou muito satisfeita, parabéns, ganharam mais uma cliente ;) ",1,1
gostei de comprar recebi o produto antes do prazo e de boa qualidade. recomendo.,1,1
"Produto chegou antes do prazo, muito rápido veio de acordo como no anuncio...meu filho adorou",1,1
"tirando o detalhe de a cadeira vir com algumas manchas, tanto na parte branca como na rosa manchada de preto, o material é um pouco mais fragil. mas mt bonita, vale pra quem quer mesmo com esse estilo",1,1
"não chegou ainda a encomenda, o motivo deve ser o correio!",0,0
gostei,1,1
"A cadeira chegou desmontada, que é de praxe, já sabia desse detalhe. Meu marido montou sem problemas. A única observação que faço é sobre o cuidado com a embalagem. As peças da cadeira (acento, encost",1,1
Comprei dois toners e só veio um.,0,0
espaço pequeno para relatar o problema.,0,1
"produto conforme anunciado, entrega na data",1,1
"A embalagem veio danificada assim como o produto, quebrado. Entrei em contato com a loja e ainda não tive nenhuma resposta. ",0,0
"Na foto do site das lannister é exibida uma foto do cartucho Canon Original, porém o produto recebido não é Canon, trata-se de uma cartucho genérico de reposição.",0,0
Recomendaria a loja por sua rapidez e preocupação com o cliente.,1,1
"Deveria ter mais opções para um produto que veio pela metade.
Fiz a compra de dois relógios, recebi somente um. ",1,0
Produto atende as expectativas.,1,1
"produto regular
mas as estampas sao lindas",0,1
Amei o produto.,1,1
"Ainda não recebi o produto, não tenho opinião sobre ele. Demora na entrada ",0,0
"Produto entregue, perfeito.",1,1
Comprei um kit base + bebê conforto e recebi apenas a base.,0,0
Muito bom. ,1,1
Ainda n recebi a entrega,0,0
O tampo da mesa chegou todo amassado e batido.,0,0
"Gostei muito do produto, só não gostei mais porque tive que retirar no Correios.

",1,1
"A foto estava errada o produto que comprei foi pela foto, enviaram outro. Preciso trocar",0,0
Otimo,1,1
"Produto veio perfeito, muito bem embalado e muito antes do prazo estipulado. Estou muito satisfeita.",1,1
"tive que fazer uns cortes no tapete, mais encaixou..tudo bem..",1,1
Bim,1,1
"Adc. ao carrinho 2 pneus separadamente. Por se tratar da mesma loja, juntaram em 1 NF e 1 envio. Porém chegou apenas 1 pneu. Onde consta o peso na nota de 11k dos 2 e de despacho 5k. Ou seja,só veio 1",0,0
Não é um espelho,0,1
MUITO SATISFEITO,1,1
O produto chegou certinho e dentro do prazo. Gostei de comprar nesse site. Vou recomendar aos amigos.,1,1
Ótimo produto;produto entregue no prazo ,1,1
Comprei várias coisas na lannister sempre veio antes do prazo...agora testa o remédio se funciona mesmo a expectativa é grande...,1,1
Entrega rápida...produto como descrito no anúncio!,1,1
Perfeito,1,1
"Produto entregue no prazo, qualidade muito boa, bem acondicionado e embalado.",1,1
"Fiquei impressionado com o prazo de entrega, com menos de oito dias para o prazo limite recebi o produto. Parabéns a logística, trabalho de excelente qualidade.",1,1
Produto de qualidade e entrega rápida,1,1
"entrega rápida, produto lindo!",1,1
Ótimo custo x beneficio ,1,1
Muito bom.,1,1
Muito bom ...embalagem corretíssima...produto de qualidade ,1,1
Parabéns pela agilidade da entrega,1,1
L,1,1
bOM,1,1
Muito satisfeita com a minha compra !!!,1,1
Produto enviado antes do prazo mas o horario que o correiro envio nao se encontrava ninguem em casa.,1,1
Excelente compra e excelente produto,1,1
"por favor eu nao recebi o produto prazo de entregar era dia 02/08/2018 hoje e dia 06/08/2018
espero explicacao hoje",0,0
Entrega recebida em menos de uma semana ,1,1
"Excelente parceiro o stark tem! Lindo o produto, muito bem embalado e sem nenhum defeito. Recomendo a loja. ",1,1
"Gostei muito, a compra foi simples e a entrega muito rápida",1,1
muito bom e rapido quando vi ja tinha chegado,1,1
Fiquei muito satisfeita,1,1
Satisfeita ,1,1
Ótimo vendedor!,1,1
não recebi o produto,0,0
Produto chegou dento do prazo estipulado e e dentro das condições desejadas,1,1
Preciso saber onde encontra-se meu produto. O qual já ultrapassou o prazo de entrega.,0,0
Muito bem atendido,1,1
Produto de acordo com oq eu esperava. Recomendo. ,1,1
A capa chegou antes do prazo e estava como no anúncio. Super recomendo a loja! ,1,1
"Liguei para a stark na sexta dia 23, aonde foi informado que chegaria na segunda 26. Porém não chegou. Na ligação argumentou que seria devido a greve dos Correios, porém garantiu que chegava
",0,1
"Me surpreenderam na entrega, antes do prazo estipulado!! Parabéns por fazerem meu desejo de receber antes!!",1,1
Baixíssima qualidade. Parece feito em casa. Nem forro tem. Vou devolver todos.,0,0
"No anúncio informa ser uma toalha de veludo, mas na real tem textura de uma toalha de banho de baixa qualidade, porém ela atende para a jogatina do poker; poderia ser melhor para o preço que é cobrado",1,0
"Gostei muito, está aprovado.
",1,1
"Produto similar ao original, testei funcionou todas teclas e aparentemente será útil na substituição do original.",1,1
não tem como avaliar o produto se ainda nao recebi,0,0
ND,1,1
"Jah conhecia a marca, pois tinha adquirido o whey de chocolate, muito bom por sinal, contudo, esse de morango é ridiculo de ruim. Péssima fórmula, gosto ruim, não dilui nem fudendo!",0,0
Otimo!,1,1
top,1,1
Não recebi a nota fiscal e o toner que recebi está com defeito,0,0
foi entregue muito antes do prazo e produto muito bom,1,1
Todas as minhas expectativas foram atendidas,1,1
"Gostei muito, foi entreguei no tempo correto,produto correto.",1,1
Comprei 2 travesseiros e recebi apenas 1.,0,0
"O produto atende as especificações, mas sotou um pouco de aluminio no primeiro uso.",1,1
eu recomendo essa loja pode comprar sen medo obrigado,1,1
Rapido e eficiente,1,1
"nao posso avaliar o produto nao foi entregue
preciso de uma posiçao",0,0
obrigado mais uma vez lojas lannister,1,1
produto não entregue,0,0
"Tudo conforme e entrega muito rápida!!!! Que pena que não verifiquei a cor, pois era preta e precisava de cinza. Outro ponto que tive que lixar pouco para funcionar, mas nada demais.",1,1
O PRODUTO É BONITO.,1,1
"O produto foi entregue sem estar na embalagem adequada, o que danificou o produto.",0,0
"A EMPRESA ENTREGOU OUTRO PRODUTO NADA A VER COM MEU PEDIDO EM FOTO
NAO COMPRE",0,0
"Produto entregue corretamente, antes do prazo lojas lannister estão de parabéns. ",1,1
Entrega atrasou um pouco mas pouca coisa. Produto dentro do esperado. Recomendado.,1,1
"atraso na entrega, não recomendo a loja pois existe melhores no mercado. ",0,1
Compro na lannister há anos!!!!,1,1
PRODUTO ÓTIMO.,1,1
"Entrega e qualidade excelente, porém quanto ao anúncio, para mim foi surpresa receber uma coqueteleira, pois esperava dois potes de creatina como o este me levou a crer.",1,1
Gostei muito,1,1
cumpriu o prometido,1,1
"gostei do produto, bastante funcional.",1,1
Ate agora comprei o transformador de voltagem 9000 btu nao recebi liguei pra americana a atendente me falou q ia liga pra transportadora e mr retorno em dois dias ja se passaram o prazo .,0,0
"ENTREGA ANTES DO PRAZO, ORIGINAL E LACRADO",1,1
Muito bom e rápido,1,1
"Compra rápida e sem problemas!
Produto de alta qualidade, recomendo",1,1
"Recomendo 









",1,1
"Efetuei a compra de 3 peças , conforme descrito na nota fiscal, mas ontem recebi apenas 2. Está faltando 1 peça, entrei em contato imediatamente com o site e informei o ocorrido e ainda não respondera",0,0
O produto chegou no prazo combinado. Recomendo a loja,1,1
"Produto ótimo, chegou bem antes do prazo, com data de validade de 4 anos, e o valor foi bem mais em conta do que em lojas físicas.",1,1
Recebi o produto muito antes do prazo previsto.Gostei muito e recomendo.,1,1
a lojas esta de parabéns ,1,1
O produto chegou antes da data prevista. Super recomendo.,1,1
Frete grátis para clientes compras realizadas no mesmo ano.,1,1
Ótimos produtos! Os relógios são lindos e tem muito estilo!,1,1
"Produtos de qualidade , chegaram antes do prazo. Indico a loja. Os resultados do produto... ainda vou iniciar o uso.",1,1
"Super rápido, excelente e frete justo",1,1
"Bom dia. Quero agradecer a rapidez com que foi entregue o meu pedido. Eu havia solicitado na cor prata e veio no branco mas como não destoou dos tons da minha cozinha, fiquei com o branco mesmo! abçs!",1,0
"Tive que comprar um cabo que não veio com o adaptador,adaptador incompleto para o uso.",0,1
Muita rapidez e ótimos produtos.,1,1
"Ainda não recebi o produto, apesar de constar no acompanhamento que foi entregue. Solicito informações mais precisas da entrega.",0,0
Está faltando receber um produto: Pulseira Masculina de Couro Caveira Couro Legítimo + Pedra Preto 20 ,0,0
O produto chegou bem antes do prazo previsto e da maneira que pedi.,1,1
Ótimo serviço,1,1
"Recebi a cortina, está como pedi, mas ainda não instalei.",1,0
"preço otimo,e material muito bom,eu recomendo",1,1
Tudo conforme planejado,1,1
"Veio com defeito, assim que liguei ela, ela estourou. Solicito a troca do produto",0,0
Obrigado...,1,1
Recebi antes do prazo,1,1
Quero meu dinheiro de volta,0,0
Produto conforme o anunciado,1,1
Recomendo ,1,1
Pedido recebido dentro do prazo e conforme solicitado!,1,1
"A entrega super rápida, amei o produto... ",1,1
"Ótimo prazo de entregue, boa qualidade do produto! ",1,1
Compra e entrega dentro do normal esperado.,1,1
Estou aguardando o correios e nada do produto queria dar para minha sobrinha no natal pois foi o que ela pediu de presente para o papai noel.,0,0
"Poderia vir com um pouco do liquido para teste,mas chegou rapido",1,1
Ajudo bastante no meu dia a dia.,1,1
Qualidade Top!,1,1
Ainda não recebi o produto posso cancelar a parcela do pedido. e tentar comprar outro.,0,0
"Nota 10
",0,1
Ainda não recebi o produto ,0,0
" Adorei o produto, vendedor super rápido.",1,1
Entrega rápida e produto em perfeito estado!,1,1
Comprei o produto e está com 5 dias de atraso na entrega e ninguém entra em contato para explicar. Eu não consigo contato com a loja.,0,0
"Não recebi nem receberei minha compra, gostaria de cancelar o pedido e que o valor seja estornado, grato",0,0
O produto é excelente,1,1
"O prazo de entrega foi de 28 dias. Chegou antes do prazo, mas demorou 3 semanas entre a compra e a chegada. ",0,1
Super rápido ,1,1
Cortinas de boa qualidade e com preço bom. Gostei ?,1,1
"recomendo e produto já conhecia, é excelente",1,1
"O produto chegou com defeito,não esta ligando",0,0
Loja excelente e produto muito bom,1,1
Produto de fácil montagem e de acordo com as expectativas,1,1
boa,1,1
entrega rapida e o produto veio em perfeito estado,1,1
"Faltou cuidado no empacotamento ou fabricação de peça do produto, montagem impossível. Tentando com o fornecedor, que não é a targaryen, mas Storecadeiras envio de peça certa.",0,0
Excelente,1,1
Perfeito e entregue bem antes do prazo!! Super recomendo,1,1
"Comprei no sábado e recebi na quinta, bem antes do prazo! Produto maravilhoso deixa a cama bem mais confortável. ",1,1
"Não foi entregue o produto que solicitei. Entrei em contato com as lannister e estou aguardando retorno para a troca pelo produto correto, porém ainda não tive retorno das lannister e já está fora d",0,0
"Bom dia, a entrega foi muito rápido e o produto de excelente qualidade.",1,1
Produto lindo e entrega muito antes do prazo adorei,1,1
Recomendo,1,1
otimo de se comprar ,1,1
"Mercadoria nao veio conforme pedido, com certeza erro na hora da conferencia e agora
Q transtorno",0,0
"A mochila chegou bem antes do prazo, é exatamente como na descrição, amei!!",1,1
"Produto de ótima qualidade e muito bonito, Porém, o Chip code veio errado para configuração do Corolla, tive que trocar e pagar pelo outro code, do contrário não configura no carro.",1,1
O produto chegou antes do prazo. Recomendo o Vendedor. Obrigado.,1,1
"Comprei duas caneleiras e uma porta caneleira,as duas caneleiras chegou mais a porta caneleira nao",0,0
10,1,1
" Não fiquei satisfeita com o acontecido , espero solução ",0,1
"Boa noite!
Achei no produto muito bom assim que chegou já comecei a usar.
Eu recomendou o produto e a loja.
Parabéns Shoptaime. ",1,1
Funcionou o controle.,1,0
Até agora o produto atende ao que se propõe,1,1
Produto chegou antes do prazo parabéns a empresa ,1,1
Não recebi está demorando muito,0,0
Comprei um produto pelo site e foi entregue no prazo e em perfeitas condições.,1,1
Aparelho usado,0,0
"NÃO RECEBI O PRODUTO ATE AGORA , E lannister NÃO DA NENHUM RETORNO!!!!!!!!!!!!!!!!!",0,0
Chegou bem embalado e no prazo. Recomendo o produto é o vendedor.,1,1
Muito bom,1,1
O produto chegou em menos de 1 semana da compra.,1,1
O produto ainda vai chegar?,0,0
o pedido foi cancelado conforme email de vcs em 08 de maio,0,0
Produto bom e de qualidade. Exatamente como o descrito e chegou bem antes do prazo.,1,1
Comprei duas luminárias mas na embalagem só havia uma unidade. Estou aguardando retorno da empresa para resolver este problema,0,0
"Fornecedor, honesto, pontual! mercadoria de ótima qualidade! Recomendo a todos...",1,1
Tudo conforme o esperado,1,1
Meu produto nem até a minha casa chegou e não me mandaram nenhuma informação sobre qual correio o mesmo se encontra!!! ,0,0
"Produto não entregue no prazo e nenhuma satisfação nem do vendedor e nem só site, um absurdo pois já paguei a fatura do cartão e meu produto não chegou ainda, estou precisando do mesmo, insatisfeito.",0,0
"nao recebi , porem nao posso avaliar.",1,0
Entregue antes do prazo,1,1
produto chegou bem antes do prazo ,1,1
Ótima ,1,1
"Meu pedido possuía dois itens, recebi apenas 1 o de menor valor",0,0
"Superou as minhas expectativas, muito bom!",1,1
Produto correto e rápida entrega,1,1
"Ótimo produto, eu recomendo! ",1,1
"QUE CONTINUE COM ESTA PONTUALIDADE NA ENTREGA ESPERO QUE O PRODUTO SEJA BOM
",1,1
gostei muito do produto atendeu todas as minhas expectativas.,1,1
Bom gostei entregue dentro do prazo e só tenho agradecer.,1,1
"Bom produto vale pelo valor
",1,1
Chegou antes do prazo marcado. Nenhum problema.,1,1
Fui muito bem atendido,1,1
ATÉ AGORA O PRODUTO NÃO CHEGOU,0,0
muito bom gostei,1,1
"entregaram antes da data, o produto é bom. 
obrigada ",1,1
O produto é muito bom que chegou bem antes do prazo...parabéns😊👏,1,1
